suite,eval_id,provider_id,provider_label,prompt_label,prompt_version,input_mode,case_id,variant,classification_level,score,passed,api_error,latency_ms,cost,prompt_tokens,completion_tokens,total_tokens
form-identity-vision,eval-lg4-2026-08-23T00:45:44,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,0.0,False,False,2049,0,2921,179,3100
form-identity-vision,eval-lg4-2026-08-23T00:45:44,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,0.791919959473151,True,False,4567,0.0007414000000000001,1357,376,1733
form-identity-vision,eval-lg4-2026-08-23T00:45:44,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,0.6697061803444782,True,False,4677,0.0007730500000000001,1484,381,1865
form-identity-vision,eval-lg4-2026-08-23T00:45:44,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,0.8665146909827761,True,False,3978,0.0076100000000000004,1484,260,1744
form-identity-vision,eval-lg4-2026-08-23T00:45:44,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,0.8665146909827761,True,False,4186,0.008852500000000001,1357,364,1721
form-identity-vision,eval-lg4-2026-08-23T00:45:44,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,0.745849894786065,True,False,2213,0.0039828,25952,150,26102
form-identity-vision,eval-lg4-2026-08-23T00:45:44,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,0.6629254829806808,True,False,2878,0.00402045,26079,181,26260
form-identity-vision,eval-lg4-2026-08-23T00:45:44,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,0.8291669757436392,True,False,3241,0.004495000000000001,1078,180,1258
form-identity-vision,eval-lg4-2026-08-23T00:45:44,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,0.8665146909827761,True,False,3150,0.0048725,1205,186,1391
form-identity-vision,eval-lg4-2026-08-23T00:45:44,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,1.0,True,False,2087,0,3050,182,3232
form-identity-vision,eval-lg4-2026-08-23T00:45:44,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,0.6916842023225003,True,False,1574,0,2921,151,3072
